Date,Open,High,Low,Close,Volume,Symbol,Type,Datetime,Price_Change_24h,Price_Change_Percentage_24h,Market_Cap
2025-07-14 23:31:38.497095,119847,122838,118438,119847,67100405381,BTC-USD,crypto,2025-07-14 23:31:38.497095,1118.52,0.94209,2384712033728
