Date,Open,High,Low,Close,Volume,Symbol,Type,Datetime,Price_Change_24h,Price_Change_Percentage_24h,Market_Cap
2025-07-14 23:31:38.520270,2.95,3.02,2.79,2.95,10797084891,XRP-USD,crypto,2025-07-14 23:31:38.520270,0.092337,3.23232,174238189339
