Date,Open,High,Low,Close,Volume,Symbol,Type,Datetime,Price_Change_24h,Price_Change_Percentage_24h,Market_Cap
2025-07-14 23:31:38.524283,164.23,168.18,160.06,164.23,14417496410,SOL-USD,crypto,2025-07-14 23:31:38.524283,1.56,0.9594,87981158968
