Date,Open,High,Low,Close,Volume,Symbol,Type,Datetime,Price_Change_24h,Price_Change_Percentage_24h,Market_Cap
2025-07-14 23:31:38.526807,0.738361,0.765897,0.72996,0.738361,1600563665,ADA-USD,crypto,2025-07-14 23:31:38.526807,-0.002962840256646171,-0.39967,26655877825
