Date,Open,High,Low,Close,Volume,Symbol,Type,Datetime,Price_Change_24h,Price_Change_Percentage_24h,Market_Cap
2025-07-14 23:31:38.518270,3008.65,3074.13,2955.37,3008.65,39643737032,ETH-USD,crypto,2025-07-14 23:31:38.518270,15.28,0.51042,363162633841
