Date,Datetime,Close,Volume,Open,High,Low,Symbol,Type
2025-04-16,2025-04-16 05:30:00,0.6080639244271904,709020814.1750429,0.6080639244271904,0.6080639244271904,0.6080639244271904,ADA-USD,crypto
2025-04-17,2025-04-17 05:30:00,0.6106653469788688,591359664.0730368,0.6106653469788688,0.6106653469788688,0.6106653469788688,ADA-USD,crypto
2025-04-18,2025-04-18 05:30:00,0.6168950161106203,448807472.6198462,0.6168950161106203,0.6168950161106203,0.6168950161106203,ADA-USD,crypto
2025-04-19,2025-04-19 05:30:00,0.6273043794612541,374649872.12397456,0.6273043794612541,0.6273043794612541,0.6273043794612541,ADA-USD,crypto
2025-04-20,2025-04-20 05:30:00,0.6280852975713835,331430508.4467672,0.6280852975713835,0.6280852975713835,0.6280852975713835,ADA-USD,crypto
2025-04-21,2025-04-21 05:30:00,0.6202087731824584,354987761.1249453,0.6202087731824584,0.6202087731824584,0.6202087731824584,ADA-USD,crypto
2025-04-22,2025-04-22 05:30:00,0.6226371412727918,632027422.0139718,0.6226371412727918,0.6226371412727918,0.6226371412727918,ADA-USD,crypto
2025-04-23,2025-04-23 05:30:00,0.6821362911471233,834269402.8814627,0.6821362911471233,0.6821362911471233,0.6821362911471233,ADA-USD,crypto
2025-04-24,2025-04-24 05:30:00,0.6972646472481486,967029539.1144488,0.6972646472481486,0.6972646472481486,0.6972646472481486,ADA-USD,crypto
2025-04-25,2025-04-25 05:30:00,0.7220676397924738,1035019627.1012883,0.7220676397924738,0.7220676397924738,0.7220676397924738,ADA-USD,crypto
2025-04-26,2025-04-26 05:30:00,0.7138859038055668,949069153.9271946,0.7138859038055668,0.7138859038055668,0.7138859038055668,ADA-USD,crypto
2025-04-27,2025-04-27 05:30:00,0.7075935331519487,659341778.5746859,0.7075935331519487,0.7075935331519487,0.7075935331519487,ADA-USD,crypto
2025-04-28,2025-04-28 05:30:00,0.704070171794187,567359217.6728809,0.704070171794187,0.704070171794187,0.704070171794187,ADA-USD,crypto
2025-04-29,2025-04-29 05:30:00,0.7052906740354157,889987578.2822492,0.7052906740354157,0.7052906740354157,0.7052906740354157,ADA-USD,crypto
2025-04-30,2025-04-30 05:30:00,0.6957354792970168,817939169.992459,0.6957354792970168,0.6957354792970168,0.6957354792970168,ADA-USD,crypto
2025-05-01,2025-05-01 05:30:00,0.6820275063998128,592053391.6761067,0.6820275063998128,0.6820275063998128,0.6820275063998128,ADA-USD,crypto
2025-05-02,2025-05-02 05:30:00,0.7048540559063339,586072580.7401356,0.7048540559063339,0.7048540559063339,0.7048540559063339,ADA-USD,crypto
2025-05-03,2025-05-03 05:30:00,0.6974986414291682,606872856.4955413,0.6974986414291682,0.6974986414291682,0.6974986414291682,ADA-USD,crypto
2025-05-04,2025-05-04 05:30:00,0.7013467253059199,752443709.4776694,0.7013467253059199,0.7013467253059199,0.7013467253059199,ADA-USD,crypto
2025-05-05,2025-05-05 05:30:00,0.6763756494805502,661246645.056914,0.6763756494805502,0.6763756494805502,0.6763756494805502,ADA-USD,crypto
2025-05-06,2025-05-06 05:30:00,0.6631639151504879,664925434.1708654,0.6631639151504879,0.6631639151504879,0.6631639151504879,ADA-USD,crypto
2025-05-07,2025-05-07 05:30:00,0.6787761903074216,552471849.9156157,0.6787761903074216,0.6787761903074216,0.6787761903074216,ADA-USD,crypto
2025-05-08,2025-05-08 05:30:00,0.671376495581957,582536184.2563542,0.671376495581957,0.671376495581957,0.671376495581957,ADA-USD,crypto
2025-05-09,2025-05-09 05:30:00,0.7651537464755499,1355272025.0992892,0.7651537464755499,0.7651537464755499,0.7651537464755499,ADA-USD,crypto
2025-05-10,2025-05-10 05:30:00,0.7773024778174161,1491055749.585572,0.7773024778174161,0.7773024778174161,0.7773024778174161,ADA-USD,crypto
2025-05-11,2025-05-11 05:30:00,0.8400596557571808,1390682398.3795056,0.8400596557571808,0.8400596557571808,0.8400596557571808,ADA-USD,crypto
2025-05-12,2025-05-12 05:30:00,0.8048629924679394,1096359924.9786,0.8048629924679394,0.8048629924679394,0.8048629924679394,ADA-USD,crypto
2025-05-13,2025-05-13 05:30:00,0.8191103769126542,1891364013.690922,0.8191103769126542,0.8191103769126542,0.8191103769126542,ADA-USD,crypto
2025-05-14,2025-05-14 05:30:00,0.8312541090164433,1249623977.9694462,0.8312541090164433,0.8312541090164433,0.8312541090164433,ADA-USD,crypto
