Date,Open,High,Low,Close,Volume,Symbol,Type,Datetime,Price_Change_24h,Price_Change_Percentage_24h,Market_Cap
2025-07-14 23:35:38.902342,0.737982,0.765897,0.72996,0.737982,1623974953,ADA-USD,crypto,2025-07-14 23:35:38.902342,-0.003074877719690838,-0.41493,26690393523
