Date,Open,High,Low,Close,Volume,Symbol,Type,Datetime,Price_Change_24h,Price_Change_Percentage_24h,Market_Cap
2025-07-14 23:35:38.895772,3008.11,3074.13,2955.37,3008.11,39686914723,ETH-USD,crypto,2025-07-14 23:35:38.895772,14.74,0.4924,363206755428
