Date,Open,High,Low,Close,Volume,Symbol,Type,Datetime,Price_Change_24h,Price_Change_Percentage_24h,Market_Cap
2025-07-14 23:35:38.898291,2.95,3.02,2.79,2.95,10829374921,XRP-USD,crypto,2025-07-14 23:35:38.898291,0.090791,3.17821,174382590790
