Date,Open,High,Low,Close,Volume,Symbol,Type,Datetime,Price_Change_24h,Price_Change_Percentage_24h,Market_Cap
2025-07-14 23:35:38.900346,164.23,168.18,160.06,164.23,14407157522,SOL-USD,crypto,2025-07-14 23:35:38.900346,1.56,0.96064,88050867953
