Date,Open,High,Low,Close,Volume,Symbol,Type,Datetime,Price_Change_24h,Price_Change_Percentage_24h,Market_Cap
2025-07-17 17:17:37.618934,118909,120008,117715,118909,44908568739,BTC-USD,crypto,2025-07-17 17:17:37.618934,-468.3632914942282,-0.39234,2365628235781
