Date,Open,High,Low,Close,Volume,Symbol,Type,Datetime,Price_Change_24h,Price_Change_Percentage_24h,Market_Cap
2025-07-16 22:37:59.649267,175.38,175.95,161.74,175.38,17518820052,SOL-USD,crypto,2025-07-16 22:37:59.649267,13.64,8.43073,94454379804
