Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,Type,Datetime
2025-07-16 00:00:00+00:00,0.746767520904541,0.7824598550796509,0.7344745993614197,0.7633096575737,1532099328,0.0,0.0,ADA-USD,crypto,2025-07-16 00:00:00+00:00
