Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,Type,Datetime
2025-07-16 00:00:00+00:00,3139.986083984375,3421.419921875,3102.477783203125,3364.361083984375,46791262208,0.0,0.0,ETH-USD,crypto,2025-07-16 00:00:00+00:00
