Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol,Type,Datetime
2025-07-16 00:00:00+00:00,2.9188191890716553,3.0970683097839355,2.883925437927246,3.0372166633605957,8831557632,0.0,0.0,XRP-USD,crypto,2025-07-16 00:00:00+00:00
